Date,Season,Competition,Stage,Home Team,Away Team,Home Goals,Away Goals,Neutral,Match Result,Home Team Country,Away Team Country,Home Team Region,Away Team Region,Cross Region Match,Venue Altitude (m),Away Team Altitude (m),Altitude Difference (m),Travel Distance (km),Climate Zone
2020-01-11,2019/20,CAF Champions League,Group Stage,FC Platinum,Al Ahly,1,1,False,Draw,Zimbabwe,Egypt,Southern Africa,North Africa,Yes,1400,23,1377,5507.7,Tropical
2020-01-11,2019/20,CAF Champions League,Group Stage,Al Hilal,Etoile du Sahel,1,2,False,Away Win,Sudan,Tunisia,East Africa,North Africa,Yes,380,20,360,3136.6,Arid
2020-01-11,2019/20,CAF Champions League,Group Stage,Mamelodi Sundowns,USM Alger,2,1,False,Home Win,South Africa,Algeria,Southern Africa,North Africa,Yes,1340,424,916,7430.3,Semi-Arid
2020-01-11,2019/20,CAF Champions League,Group Stage,Petro de Luanda,Wydad Casablanca,2,2,False,Draw,Angola,Morocco,Southern Africa,North Africa,Yes,60,56,4,5203.8,Tropical
2020-01-11,2019/20,CAF Champions League,Group Stage,AS Vita Club,Esperance de Tunis,0,2,False,Away Win,DR Congo,Tunisia,Central Africa,North Africa,Yes,320,10,310,4605.4,Tropical
2020-01-24,2019/20,CAF Champions League,Group Stage,Zamalek,TP Mazembe,0,0,False,Draw,Egypt,DR Congo,North Africa,Central Africa,Yes,23,1250,-1227,4657.0,Arid
2020-01-24,2019/20,CAF Champions League,Group Stage,Wydad Casablanca,USM Alger,3,1,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,56,424,-368,1031.7,Mediterranean
2020-01-25,2019/20,CAF Champions League,Group Stage,Zesco United,Primeiro de Agosto,1,1,False,Draw,Zambia,Angola,Southern Africa,Southern Africa,No,1280,60,1220,1693.8,Tropical
2020-01-25,2019/20,CAF Champions League,Group Stage,FC Platinum,Al Hilal,0,1,False,Away Win,Zimbabwe,Sudan,Southern Africa,East Africa,Yes,1400,380,1020,3897.9,Tropical
2020-01-25,2019/20,CAF Champions League,Group Stage,Petro de Luanda,Mamelodi Sundowns,2,2,False,Draw,Angola,South Africa,Southern Africa,Southern Africa,No,60,1340,-1280,2458.7,Tropical
2020-01-25,2019/20,CAF Champions League,Group Stage,AS Vita Club,JS Kabylie,4,1,False,Home Win,DR Congo,Algeria,Central Africa,North Africa,Yes,320,250,70,4695.7,Tropical
2020-01-25,2019/20,CAF Champions League,Group Stage,Esperance de Tunis,Raja Casablanca,2,2,False,Draw,Tunisia,Morocco,North Africa,North Africa,No,10,56,-46,1651.8,Mediterranean
2020-01-26,2019/20,CAF Champions League,Group Stage,Al Ahly,Etoile du Sahel,1,0,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,20,3,2022.9,Arid
2020-02-01,2019/20,CAF Champions League,Group Stage,Primeiro de Agosto,Zamalek,0,0,False,Draw,Angola,Egypt,Southern Africa,North Africa,Yes,60,23,37,4734.8,Tropical
2020-02-01,2019/20,CAF Champions League,Group Stage,TP Mazembe,Zesco United,3,1,False,Home Win,DR Congo,Zambia,Central Africa,Southern Africa,Yes,1250,1280,-30,149.9,Tropical
2020-02-01,2019/20,CAF Champions League,Group Stage,Al Hilal,Al Ahly,1,1,False,Draw,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2020-02-01,2019/20,CAF Champions League,Group Stage,Etoile du Sahel,FC Platinum,2,0,False,Home Win,Tunisia,Zimbabwe,North Africa,Southern Africa,Yes,20,1400,-1380,6469.7,Mediterranean
2020-02-01,2019/20,CAF Champions League,Group Stage,Mamelodi Sundowns,Wydad Casablanca,1,0,False,Home Win,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,56,1284,7604.6,Semi-Arid
2020-02-01,2019/20,CAF Champions League,Group Stage,USM Alger,Petro de Luanda,2,2,False,Draw,Algeria,Angola,North Africa,Southern Africa,Yes,424,60,364,5177.2,Mediterranean
2020-02-01,2019/20,CAF Champions League,Group Stage,JS Kabylie,Esperance de Tunis,1,0,False,Home Win,Algeria,Tunisia,North Africa,North Africa,No,250,10,240,494.8,Mediterranean
2020-02-01,2019/20,CAF Champions League,Group Stage,Raja Casablanca,AS Vita Club,1,0,False,Home Win,Morocco,DR Congo,North Africa,Central Africa,Yes,56,320,-264,4854.4,Mediterranean
2020-02-28,2019/20,CAF Champions League,Quarter-final,Zamalek,Esperance de Tunis,3,1,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2020-02-28,2019/20,CAF Champions League,Quarter-final,Raja Casablanca,TP Mazembe,2,0,False,Home Win,Morocco,DR Congo,North Africa,Central Africa,Yes,56,1250,-1194,6250.8,Mediterranean
2020-02-29,2019/20,CAF Champions League,Quarter-final,Al Ahly,Mamelodi Sundowns,2,0,False,Home Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2020-02-29,2019/20,CAF Champions League,Quarter-final,Wydad Casablanca,Etoile du Sahel,2,0,False,Home Win,Morocco,Tunisia,North Africa,North Africa,No,56,20,36,1682.2,Mediterranean
2020-03-06,2019/20,CAF Champions League,Quarter-final,Esperance de Tunis,Zamalek,1,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2020-03-07,2019/20,CAF Champions League,Quarter-final,TP Mazembe,Raja Casablanca,1,0,False,Home Win,DR Congo,Morocco,Central Africa,North Africa,Yes,1250,56,1194,6250.8,Tropical
2020-03-07,2019/20,CAF Champions League,Quarter-final,Mamelodi Sundowns,Al Ahly,1,1,False,Draw,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2020-03-07,2019/20,CAF Champions League,Quarter-final,Etoile du Sahel,Wydad Casablanca,1,0,False,Home Win,Tunisia,Morocco,North Africa,North Africa,No,20,56,-36,1682.2,Mediterranean
2020-10-17,2019/20,CAF Champions League,Semi-final,Wydad Casablanca,Al Ahly,0,2,False,Away Win,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2020-10-18,2019/20,CAF Champions League,Semi-final,Raja Casablanca,Zamalek,0,1,False,Away Win,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2020-10-23,2019/20,CAF Champions League,Semi-final,Al Ahly,Wydad Casablanca,3,1,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2020-11-04,2019/20,CAF Champions League,Semi-final,Zamalek,Raja Casablanca,3,1,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2021-02-12,2020/21,CAF Champions League,Group Stage,AS Vita Club,Simba SC,0,1,False,Away Win,DR Congo,Tanzania,Central Africa,East Africa,Yes,320,55,265,2657.3,Tropical
2021-02-12,2020/21,CAF Champions League,Group Stage,Zamalek,MC Alger,0,0,False,Draw,Egypt,Algeria,North Africa,North Africa,No,23,424,-401,2706.6,Arid
2021-02-13,2020/21,CAF Champions League,Group Stage,TP Mazembe,CR Belouizdad,0,0,False,Draw,DR Congo,Algeria,Central Africa,North Africa,Yes,1250,424,826,5956.3,Tropical
2021-02-13,2020/21,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Hilal,2,0,False,Home Win,South Africa,Sudan,Southern Africa,East Africa,Yes,1340,380,960,4610.5,Semi-Arid
2021-02-13,2020/21,CAF Champions League,Group Stage,Horoya AC,Petro de Luanda,2,0,False,Home Win,Guinea,Angola,West Africa,Southern Africa,Yes,30,60,-30,3610.1,Tropical
2021-02-13,2020/21,CAF Champions League,Group Stage,Esperance de Tunis,Teungueth FC,2,1,False,Home Win,Tunisia,Senegal,North Africa,West Africa,Yes,10,10,0,3664.0,Mediterranean
2021-02-16,2020/21,CAF Champions League,Group Stage,Al Ahly,Al Merreikh,3,0,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2021-02-23,2020/21,CAF Champions League,Group Stage,Al Merreikh,AS Vita Club,1,4,False,Away Win,Sudan,DR Congo,East Africa,Central Africa,Yes,380,320,60,2909.4,Arid
2021-02-23,2020/21,CAF Champions League,Group Stage,Simba SC,Al Ahly,1,0,False,Home Win,Tanzania,Egypt,East Africa,North Africa,Yes,55,23,32,4185.2,Tropical
2021-02-23,2020/21,CAF Champions League,Group Stage,Petro de Luanda,Wydad Casablanca,0,1,False,Away Win,Angola,Morocco,Southern Africa,North Africa,Yes,60,56,4,5203.8,Tropical
2021-02-23,2020/21,CAF Champions League,Group Stage,Kaizer Chiefs,Horoya AC,0,0,False,Draw,South Africa,Guinea,Southern Africa,West Africa,Yes,1753,30,1723,6008.7,Semi-Arid
2021-02-23,2020/21,CAF Champions League,Group Stage,Teungueth FC,Zamalek,0,0,False,Draw,Senegal,Egypt,West Africa,North Africa,Yes,10,23,-13,5235.3,Arid
2021-02-23,2020/21,CAF Champions League,Group Stage,MC Alger,Esperance de Tunis,1,1,False,Draw,Algeria,Tunisia,North Africa,North Africa,No,424,10,414,631.8,Mediterranean
2021-02-24,2020/21,CAF Champions League,Group Stage,Al Hilal,TP Mazembe,0,0,False,Draw,Sudan,DR Congo,East Africa,Central Africa,Yes,380,1250,-870,3071.6,Arid
2021-02-28,2020/21,CAF Champions League,Group Stage,CR Belouizdad,Mamelodi Sundowns,1,5,False,Away Win,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1340,-916,7430.3,Mediterranean
2021-02-28,2020/21,CAF Champions League,Group Stage,Wydad Casablanca,Kaizer Chiefs,4,0,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1753,-1697,7638.3,Mediterranean
2021-03-05,2020/21,CAF Champions League,Group Stage,CR Belouizdad,Al Hilal,1,1,False,Draw,Algeria,Sudan,North Africa,East Africa,Yes,424,380,44,3745.0,Mediterranean
2021-03-06,2020/21,CAF Champions League,Group Stage,Al Merreikh,Simba SC,0,0,False,Draw,Sudan,Tanzania,East Africa,East Africa,No,380,55,325,2584.8,Arid
2021-03-06,2020/21,CAF Champions League,Group Stage,Al Ahly,AS Vita Club,2,2,False,Draw,Egypt,DR Congo,North Africa,Central Africa,Yes,23,320,-297,4183.6,Arid
2021-03-06,2020/21,CAF Champions League,Group Stage,TP Mazembe,Mamelodi Sundowns,1,2,False,Away Win,DR Congo,South Africa,Central Africa,Southern Africa,Yes,1250,1340,-90,1568.4,Tropical
2021-03-06,2020/21,CAF Champions League,Group Stage,Kaizer Chiefs,Petro de Luanda,2,0,False,Home Win,South Africa,Angola,Southern Africa,Southern Africa,No,1753,60,1693,2484.1,Semi-Arid
2021-03-06,2020/21,CAF Champions League,Group Stage,Wydad Casablanca,Horoya AC,2,0,False,Home Win,Morocco,Guinea,North Africa,West Africa,Yes,56,30,26,2730.7,Mediterranean
2021-03-06,2020/21,CAF Champions League,Group Stage,Esperance de Tunis,Zamalek,3,1,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2021-03-06,2020/21,CAF Champions League,Group Stage,Teungueth FC,MC Alger,0,1,False,Away Win,Senegal,Algeria,West Africa,North Africa,Yes,10,424,-414,3173.1,Arid
2021-03-16,2020/21,CAF Champions League,Group Stage,AS Vita Club,Al Ahly,0,3,False,Away Win,DR Congo,Egypt,Central Africa,North Africa,Yes,320,23,297,4183.6,Tropical
2021-03-16,2020/21,CAF Champions League,Group Stage,Simba SC,Al Merreikh,3,0,False,Home Win,Tanzania,Sudan,East Africa,East Africa,No,55,380,-325,2584.8,Tropical
2021-03-16,2020/21,CAF Champions League,Group Stage,Al Hilal,CR Belouizdad,0,0,False,Draw,Sudan,Algeria,East Africa,North Africa,Yes,380,424,-44,3745.0,Arid
2021-03-16,2020/21,CAF Champions League,Group Stage,Mamelodi Sundowns,TP Mazembe,1,0,False,Home Win,South Africa,DR Congo,Southern Africa,Central Africa,Yes,1340,1250,90,1568.4,Semi-Arid
2021-03-16,2020/21,CAF Champions League,Group Stage,Horoya AC,Wydad Casablanca,0,0,False,Draw,Guinea,Morocco,West Africa,North Africa,Yes,30,56,-26,2730.7,Tropical
2021-03-16,2020/21,CAF Champions League,Group Stage,Petro de Luanda,Kaizer Chiefs,0,0,False,Draw,Angola,South Africa,Southern Africa,Southern Africa,No,60,1753,-1693,2484.1,Tropical
2021-03-16,2020/21,CAF Champions League,Group Stage,MC Alger,Teungueth FC,1,0,False,Home Win,Algeria,Senegal,North Africa,West Africa,Yes,424,10,414,3173.1,Mediterranean
2021-03-16,2020/21,CAF Champions League,Group Stage,Zamalek,Esperance de Tunis,0,1,False,Away Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2021-04-02,2020/21,CAF Champions League,Group Stage,Al Hilal,Mamelodi Sundowns,0,0,False,Draw,Sudan,South Africa,East Africa,Southern Africa,Yes,380,1340,-960,4610.5,Arid
2021-04-02,2020/21,CAF Champions League,Group Stage,CR Belouizdad,TP Mazembe,2,0,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,424,1250,-826,5956.3,Mediterranean
2021-04-03,2020/21,CAF Champions League,Group Stage,Al Merreikh,Al Ahly,2,2,False,Draw,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2021-04-03,2020/21,CAF Champions League,Group Stage,Simba SC,AS Vita Club,4,1,False,Home Win,Tanzania,DR Congo,East Africa,Central Africa,Yes,55,320,-265,2657.3,Tropical
2021-04-03,2020/21,CAF Champions League,Group Stage,Kaizer Chiefs,Wydad Casablanca,1,0,False,Home Win,South Africa,Morocco,Southern Africa,North Africa,Yes,1753,56,1697,7638.3,Semi-Arid
2021-04-03,2020/21,CAF Champions League,Group Stage,Petro de Luanda,Horoya AC,0,1,False,Away Win,Angola,Guinea,Southern Africa,West Africa,Yes,60,30,30,3610.1,Tropical
2021-04-03,2020/21,CAF Champions League,Group Stage,Teungueth FC,Esperance de Tunis,2,1,False,Home Win,Senegal,Tunisia,West Africa,North Africa,Yes,10,10,0,3664.0,Arid
2021-04-03,2020/21,CAF Champions League,Group Stage,MC Alger,Zamalek,0,2,False,Away Win,Algeria,Egypt,North Africa,North Africa,No,424,23,401,2706.6,Mediterranean
2021-04-09,2020/21,CAF Champions League,Group Stage,Al Ahly,Simba SC,1,0,False,Home Win,Egypt,Tanzania,North Africa,East Africa,Yes,23,55,-32,4185.2,Arid
2021-04-09,2020/21,CAF Champions League,Group Stage,AS Vita Club,Al Merreikh,3,1,False,Home Win,DR Congo,Sudan,Central Africa,East Africa,Yes,320,380,-60,2909.4,Tropical
2021-04-09,2020/21,CAF Champions League,Group Stage,Mamelodi Sundowns,CR Belouizdad,0,2,False,Away Win,South Africa,Algeria,Southern Africa,North Africa,Yes,1340,424,916,7430.3,Semi-Arid
2021-04-09,2020/21,CAF Champions League,Group Stage,TP Mazembe,Al Hilal,2,1,False,Home Win,DR Congo,Sudan,Central Africa,East Africa,Yes,1250,380,870,3071.6,Tropical
2021-04-10,2020/21,CAF Champions League,Group Stage,Horoya AC,Kaizer Chiefs,2,2,False,Draw,Guinea,South Africa,West Africa,Southern Africa,Yes,30,1753,-1723,6008.7,Tropical
2021-04-10,2020/21,CAF Champions League,Group Stage,Wydad Casablanca,Petro de Luanda,2,0,False,Home Win,Morocco,Angola,North Africa,Southern Africa,Yes,56,60,-4,5203.8,Mediterranean
2021-04-10,2020/21,CAF Champions League,Group Stage,Esperance de Tunis,MC Alger,1,1,False,Draw,Tunisia,Algeria,North Africa,North Africa,No,10,424,-414,631.8,Mediterranean
2021-04-10,2020/21,CAF Champions League,Group Stage,Zamalek,Teungueth FC,4,1,False,Home Win,Egypt,Senegal,North Africa,West Africa,Yes,23,10,13,5235.3,Arid
2021-05-14,2020/21,CAF Champions League,Quarter-final,MC Alger,Wydad Casablanca,1,1,False,Draw,Algeria,Morocco,North Africa,North Africa,No,424,56,368,1031.7,Mediterranean
2021-05-15,2020/21,CAF Champions League,Quarter-final,Al Ahly,Mamelodi Sundowns,2,0,False,Home Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2021-05-15,2020/21,CAF Champions League,Quarter-final,CR Belouizdad,Esperance de Tunis,2,0,False,Home Win,Algeria,Tunisia,North Africa,North Africa,No,424,10,414,631.8,Mediterranean
2021-05-15,2020/21,CAF Champions League,Quarter-final,Kaizer Chiefs,Simba SC,4,0,False,Home Win,South Africa,Tanzania,Southern Africa,East Africa,Yes,1753,55,1698,2461.2,Semi-Arid
2021-05-22,2020/21,CAF Champions League,Quarter-final,Wydad Casablanca,MC Alger,1,0,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,56,424,-368,1031.7,Mediterranean
2021-05-22,2020/21,CAF Champions League,Quarter-final,Mamelodi Sundowns,Al Ahly,1,1,False,Draw,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2021-05-22,2020/21,CAF Champions League,Quarter-final,Esperance de Tunis,CR Belouizdad,2,0,False,Home Win,Tunisia,Algeria,North Africa,North Africa,No,10,424,-414,631.8,Mediterranean
2021-05-22,2020/21,CAF Champions League,Quarter-final,Simba SC,Kaizer Chiefs,3,0,False,Home Win,Tanzania,South Africa,East Africa,Southern Africa,Yes,55,1753,-1698,2461.2,Tropical
2021-06-19,2020/21,CAF Champions League,Semi-final,Esperance de Tunis,Al Ahly,0,1,False,Away Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2021-06-19,2020/21,CAF Champions League,Semi-final,Wydad Casablanca,Kaizer Chiefs,0,1,False,Away Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1753,-1697,7638.3,Mediterranean
2021-06-26,2020/21,CAF Champions League,Semi-final,Al Ahly,Esperance de Tunis,3,0,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2021-06-26,2020/21,CAF Champions League,Semi-final,Kaizer Chiefs,Wydad Casablanca,0,0,False,Draw,South Africa,Morocco,Southern Africa,North Africa,Yes,1753,56,1697,7638.3,Semi-Arid
2022-01-09,2021,African Cup of Nations,Group Stage,Cameroon,Burkina Faso,2,1,False,Home Win,Cameroon,Burkina Faso,Central Africa,West Africa,Yes,750,310,440,,Tropical
2022-01-13,2021,African Cup of Nations,Group Stage,Cameroon,Ethiopia,4,1,False,Home Win,Cameroon,Ethiopia,Central Africa,East Africa,Yes,750,2355,-1605,,Tropical
2022-01-17,2021,African Cup of Nations,Group Stage,Cameroon,Cape Verde,1,1,False,Draw,Cameroon,Cape Verde,Central Africa,West Africa,Yes,750,40,710,,Tropical
2022-01-24,2021,African Cup of Nations,Round of 16,Cameroon,Comoros,2,1,False,Home Win,Cameroon,Comoros,Central Africa,Southern Africa,Yes,750,30,720,,Tropical
2022-01-29,2021,African Cup of Nations,Quarter-final,Cameroon,Gambia,2,0,False,Home Win,Cameroon,Gambia,Central Africa,West Africa,Yes,750,30,720,,Tropical
2022-02-03,2021,African Cup of Nations,Semi-final,Cameroon,Egypt,0,0,False,Draw,Cameroon,Egypt,Central Africa,North Africa,Yes,750,23,727,,Tropical
2022-02-05,2021,African Cup of Nations,3rd Place,Cameroon,Burkina Faso,3,3,False,Draw,Cameroon,Burkina Faso,Central Africa,West Africa,Yes,750,310,440,,Tropical
2022-02-11,2021/22,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Hilal,1,0,False,Home Win,South Africa,Sudan,Southern Africa,East Africa,Yes,1340,380,960,4610.5,Semi-Arid
2022-02-11,2021/22,CAF Champions League,Group Stage,Etoile du Sahel,CR Belouizdad,0,0,False,Draw,Tunisia,Algeria,North Africa,North Africa,No,20,424,-404,684.0,Mediterranean
2022-02-11,2021/22,CAF Champions League,Group Stage,Wydad Casablanca,Sagrada Esperanca,3,0,False,Home Win,Morocco,Angola,North Africa,Southern Africa,Yes,56,1350,-1294,5502.1,Mediterranean
2022-02-12,2021/22,CAF Champions League,Group Stage,Horoya AC,ES Setif,0,1,False,Away Win,Guinea,Algeria,West Africa,North Africa,Yes,30,1096,-1066,3519.5,Tropical
2022-02-12,2021/22,CAF Champions League,Group Stage,Raja Casablanca,AmaZulu,1,0,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,10,46,8137.7,Mediterranean
2022-02-12,2021/22,CAF Champions League,Group Stage,Esperance de Tunis,Jwaneng Galaxy,4,0,False,Home Win,Tunisia,Botswana,North Africa,Southern Africa,Yes,10,1100,-1090,6996.5,Mediterranean
2022-02-12,2021/22,CAF Champions League,Group Stage,Zamalek,Petro de Luanda,2,2,False,Draw,Egypt,Angola,North Africa,Southern Africa,Yes,23,60,-37,4734.8,Arid
2022-02-18,2021/22,CAF Champions League,Group Stage,Al Hilal,Al Ahly,0,0,False,Draw,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2022-02-18,2021/22,CAF Champions League,Group Stage,AmaZulu,Horoya AC,1,0,False,Home Win,South Africa,Guinea,Southern Africa,West Africa,Yes,10,30,-20,6483.2,Subtropical
2022-02-18,2021/22,CAF Champions League,Group Stage,ES Setif,Raja Casablanca,0,1,False,Away Win,Algeria,Morocco,North Africa,North Africa,No,1096,56,1040,1220.0,Semi-Arid
2022-02-19,2021/22,CAF Champions League,Group Stage,Al Merreikh,Mamelodi Sundowns,0,0,False,Draw,Sudan,South Africa,East Africa,Southern Africa,Yes,380,1340,-960,4610.5,Arid
2022-02-19,2021/22,CAF Champions League,Group Stage,Jwaneng Galaxy,Etoile du Sahel,1,1,False,Draw,Botswana,Tunisia,Southern Africa,North Africa,Yes,1100,20,1080,6880.6,Semi-Arid
2022-02-19,2021/22,CAF Champions League,Group Stage,CR Belouizdad,Esperance de Tunis,1,1,False,Draw,Algeria,Tunisia,North Africa,North Africa,No,424,10,414,631.8,Mediterranean
2022-02-19,2021/22,CAF Champions League,Group Stage,Petro de Luanda,Wydad Casablanca,2,1,False,Home Win,Angola,Morocco,Southern Africa,North Africa,Yes,60,56,4,5203.8,Tropical
2022-02-19,2021/22,CAF Champions League,Group Stage,Sagrada Esperanca,Zamalek,0,0,False,Draw,Angola,Egypt,Southern Africa,North Africa,Yes,1350,23,1327,4834.1,Tropical
2022-02-25,2021/22,CAF Champions League,Group Stage,Al Merreikh,Al Hilal,2,1,False,Home Win,Sudan,Sudan,East Africa,East Africa,No,380,380,0,0.0,Arid
2022-02-25,2021/22,CAF Champions League,Group Stage,AmaZulu,ES Setif,1,0,False,Home Win,South Africa,Algeria,Southern Africa,North Africa,Yes,10,1096,-1086,7816.3,Subtropical
2022-02-25,2021/22,CAF Champions League,Group Stage,Raja Casablanca,Horoya AC,1,0,False,Home Win,Morocco,Guinea,North Africa,West Africa,Yes,56,30,26,2730.7,Mediterranean
2022-02-26,2021/22,CAF Champions League,Group Stage,Al Ahly,Mamelodi Sundowns,0,1,False,Away Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2022-02-26,2021/22,CAF Champions League,Group Stage,Esperance de Tunis,Etoile du Sahel,0,0,False,Draw,Tunisia,Tunisia,North Africa,North Africa,No,10,20,-10,116.5,Mediterranean
2022-02-26,2021/22,CAF Champions League,Group Stage,Jwaneng Galaxy,CR Belouizdad,1,2,False,Away Win,Botswana,Algeria,Southern Africa,North Africa,Yes,1100,424,676,7188.0,Semi-Arid
2022-02-26,2021/22,CAF Champions League,Group Stage,Sagrada Esperanca,Petro de Luanda,0,1,False,Away Win,Angola,Angola,Southern Africa,Southern Africa,No,1350,60,1290,332.7,Tropical
2022-02-26,2021/22,CAF Champions League,Group Stage,Wydad Casablanca,Zamalek,3,1,False,Home Win,Morocco,Egypt,North Africa,North Africa,No,56,23,33,3669.2,Mediterranean
2022-03-05,2021/22,CAF Champions League,Group Stage,Al Ahly,Al Merreikh,3,2,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2022-03-11,2021/22,CAF Champions League,Group Stage,Al Hilal,Al Merreikh,1,0,False,Home Win,Sudan,Sudan,East Africa,East Africa,No,380,380,0,0.0,Arid
2022-03-11,2021/22,CAF Champions League,Group Stage,CR Belouizdad,Jwaneng Galaxy,4,1,False,Home Win,Algeria,Botswana,North Africa,Southern Africa,Yes,424,1100,-676,7188.0,Mediterranean
2022-03-11,2021/22,CAF Champions League,Group Stage,Zamalek,Wydad Casablanca,0,1,False,Away Win,Egypt,Morocco,North Africa,North Africa,No,23,56,-33,3669.2,Arid
2022-03-12,2021/22,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Ahly,1,0,False,Home Win,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2022-03-12,2021/22,CAF Champions League,Group Stage,Horoya AC,Raja Casablanca,2,1,False,Home Win,Guinea,Morocco,West Africa,North Africa,Yes,30,56,-26,2730.7,Tropical
2022-03-12,2021/22,CAF Champions League,Group Stage,ES Setif,AmaZulu,2,0,False,Home Win,Algeria,South Africa,North Africa,Southern Africa,Yes,1096,10,1086,7816.3,Semi-Arid
2022-03-12,2021/22,CAF Champions League,Group Stage,Etoile du Sahel,Esperance de Tunis,0,2,False,Away Win,Tunisia,Tunisia,North Africa,North Africa,No,20,10,10,116.5,Mediterranean
2022-03-12,2021/22,CAF Champions League,Group Stage,Petro de Luanda,Sagrada Esperanca,3,0,False,Home Win,Angola,Angola,Southern Africa,Southern Africa,No,60,1350,-1290,332.7,Tropical
2022-03-18,2021/22,CAF Champions League,Group Stage,Al Merreikh,Al Ahly,1,3,False,Away Win,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2022-03-18,2021/22,CAF Champions League,Group Stage,AmaZulu,Raja Casablanca,0,2,False,Away Win,South Africa,Morocco,Southern Africa,North Africa,Yes,10,56,-46,8137.7,Subtropical
2022-03-18,2021/22,CAF Champions League,Group Stage,ES Setif,Horoya AC,3,2,False,Home Win,Algeria,Guinea,North Africa,West Africa,Yes,1096,30,1066,3519.5,Semi-Arid
2022-03-19,2021/22,CAF Champions League,Group Stage,Al Hilal,Mamelodi Sundowns,2,4,False,Away Win,Sudan,South Africa,East Africa,Southern Africa,Yes,380,1340,-960,4610.5,Arid
2022-03-19,2021/22,CAF Champions League,Group Stage,Jwaneng Galaxy,Esperance de Tunis,0,3,False,Away Win,Botswana,Tunisia,Southern Africa,North Africa,Yes,1100,10,1090,6996.5,Semi-Arid
2022-03-19,2021/22,CAF Champions League,Group Stage,CR Belouizdad,Etoile du Sahel,2,0,False,Home Win,Algeria,Tunisia,North Africa,North Africa,No,424,20,404,684.0,Mediterranean
2022-03-19,2021/22,CAF Champions League,Group Stage,Petro de Luanda,Zamalek,0,0,False,Draw,Angola,Egypt,Southern Africa,North Africa,Yes,60,23,37,4734.8,Tropical
2022-03-19,2021/22,CAF Champions League,Group Stage,Sagrada Esperanca,Wydad Casablanca,1,2,False,Away Win,Angola,Morocco,Southern Africa,North Africa,Yes,1350,56,1294,5502.1,Tropical
2022-04-01,2021/22,CAF Champions League,Group Stage,Horoya AC,AmaZulu,1,1,False,Draw,Guinea,South Africa,West Africa,Southern Africa,Yes,30,10,20,6483.2,Tropical
2022-04-01,2021/22,CAF Champions League,Group Stage,Etoile du Sahel,Jwaneng Galaxy,3,2,False,Home Win,Tunisia,Botswana,North Africa,Southern Africa,Yes,20,1100,-1080,6880.6,Mediterranean
2022-04-01,2021/22,CAF Champions League,Group Stage,Zamalek,Sagrada Esperanca,0,0,False,Draw,Egypt,Angola,North Africa,Southern Africa,Yes,23,1350,-1327,4834.1,Arid
2022-04-02,2021/22,CAF Champions League,Group Stage,Mamelodi Sundowns,Al Merreikh,3,0,False,Home Win,South Africa,Sudan,Southern Africa,East Africa,Yes,1340,380,960,4610.5,Semi-Arid
